User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:54Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,74.104.150.219,console.amazonaws.com,,[],6f5f664e-5260-424c-af17-b06b71dad2c2,86b7bc8a-e9ee-4928-9e9f-5289e4072c4f,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWTRLMVNXN,2020-12-22T00:07:54Z,health.amazonaws.com,DescribeEventAggregates,us-east-1,74.104.150.219,console.amazonaws.com,AccessDenied,[],3576b3bc-0904-44e9-8cdd-eb020d15969d,b498d236-0ca1-4f0e-8e77-4e3e7cf7d54b,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:54Z,organizations.amazonaws.com,DescribeOrganization,us-east-1,74.104.150.219,console.amazonaws.com,AccessDenied,[],5db7e702-5d31-4b5d-8597-1694a710fec6,bc75160d-8566-41eb-abe6-bd1444a6e9f9,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:53Z,s3.amazonaws.com,ListBuckets,us-east-1,74.104.150.219,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,[],9E12F1991709B5F2,2cee5fd5-ae12-4fe0-9c59-e3b1fc69c123,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:53Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,74.104.150.219,console.amazonaws.com,,[],4ce86a09-b795-4449-9725-14ac64bbe5dc,8dd6d1f7-35bf-406e-a400-bcc479271c7d,true,AwsApiCall,304349872941,Management
,,2020-12-22T00:07:43Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],ABF21AECFCC17BC5,f9cb6f2e-795c-42b6-8633-93fe49213b0f,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWTRLMVNXN,2020-12-22T00:07:41Z,health.amazonaws.com,DescribeEventAggregates,us-east-1,74.104.150.219,console.amazonaws.com,AccessDenied,[],1f1846e9-bec2-4874-a1e8-d94a1135b333,303ccc4e-03d4-4c4e-b55f-3248232f1c82,true,AwsApiCall,304349872941,Management
CloudTrail,,2020-12-22T00:07:40Z,signin.amazonaws.com,ConsoleLogin,us-east-1,74.104.150.219,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,c686af63-90d3-46af-836b-ce878a609868,false,AwsConsoleSignIn,304349872941,Management
,,2020-12-22T00:07:30Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],D3E6F9B93EA129C8,b3351379-8f43-438b-9f9c-0fab880fa035,true,AwsApiCall,304349872941,Management
,,2020-12-22T00:07:28Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],B52A3BE0862882F4,d24532eb-0d2e-4100-a464-b034268b1ba1,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWTCGF2CXE,2020-12-22T00:07:24Z,health.amazonaws.com,DescribeEventAggregates,us-east-1,74.104.150.219,console.amazonaws.com,,[],0dd80682-0a8b-41cb-9415-ff8c5a50c6e9,0fbeb829-5294-4a57-a707-062da5caeae6,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListGroups,us-east-1,74.104.150.219,console.amazonaws.com,,[],a9bff01b-2ebc-46ba-8818-61c4c914c16b,195f44f7-b2f5-45d0-8078-d8e0d6487786,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListAttachedGroupPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],7d11a8bd-fe29-418e-b58c-49111c3095f8,1cba00ec-7c88-435e-81d0-87dae6ee1f84,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListAttachedUserPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],6719a757-53eb-4f14-a2ae-ed20cc2de163,254e8ca0-2a05-4802-91e1-0bded63e0b00,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListUsers,us-east-1,74.104.150.219,console.amazonaws.com,,[],9407dfde-d514-44cc-87f7-8e24b5088514,2bcf64cd-d78d-4e86-9387-827465055222,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListAttachedGroupPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],3d72e39f-ed56-438f-8880-7bfa1f8d0bcb,4c71e1db-a2f7-445e-8552-1137520f8068,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListUsers,us-east-1,74.104.150.219,console.amazonaws.com,,[],579ba1fd-6b02-4f47-aff6-675bc583a93e,5509fb06-3a80-4a51-acd4-3ee4dbe3a230,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListGroupsForUser,us-east-1,74.104.150.219,console.amazonaws.com,,[],8f5120fa-d909-449e-bb23-36e63bf9ec5b,7c9a5b02-87f7-4063-9d1c-e3d3c53978b4,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,ListUserTags,us-east-1,74.104.150.219,console.amazonaws.com,,[],683a3d5d-982e-4ed7-a37e-8bc6674f4ad4,c21a40f3-3846-48b1-b3d6-bdb722fb87b9,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:24Z,iam.amazonaws.com,GetUser,us-east-1,74.104.150.219,console.amazonaws.com,,[],9066f403-e7db-412c-a4c8-e03816a99f4f,d453e516-a158-4ec0-b672-916eb01ef9ed,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:23Z,iam.amazonaws.com,ListAccountAliases,us-east-1,74.104.150.219,console.amazonaws.com,,[],98e469dc-77b1-4bf8-8547-dbb85adfd3df,1aa74be0-2801-4ce1-b61d-259ecafec633,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:23Z,iam.amazonaws.com,GetAccountPasswordPolicy,us-east-1,74.104.150.219,console.amazonaws.com,,[],6f37d6e9-53ca-4373-92db-432f366e3e9d,6daecf6e-4b75-464e-8674-9d37429898f4,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:23Z,iam.amazonaws.com,GetAccountSummary,us-east-1,74.104.150.219,console.amazonaws.com,,[],68069a18-d68c-45ba-ad41-6015851da48a,a9abf4b3-88a4-4ff9-8edc-dce164d5f254,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:23Z,iam.amazonaws.com,ListAccessKeys,us-east-1,74.104.150.219,console.amazonaws.com,,[],aaeff98a-77ca-4626-8e06-f0ec123e4a91,f2cfcb5a-dd9a-444b-a26d-952efda63592,true,AwsApiCall,304349872941,Management
,,2020-12-22T00:07:22Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],F5FFADD6E757BF1B,4eb2c6fe-ccd6-4ebc-9023-915942e26172,true,AwsApiCall,304349872941,Management
,,2020-12-22T00:07:22Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],68BA1C59F4367B5A,cd669d38-3017-44da-93a1-bcd4c29077f0,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:11Z,iam.amazonaws.com,GetUser,us-east-1,74.104.150.219,console.amazonaws.com,,[],cc9a31c6-283d-4443-98a5-8b683fccc3b3,479f9d9b-b71e-4f14-b4ed-a0879ee7ac5c,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:11Z,iam.amazonaws.com,AddUserToGroup,us-east-1,74.104.150.219,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""s3Power""}]",be8b57df-bb8c-483d-bebb-bb28aec78731,58ad7ea4-1b96-4896-a820-334a1fa18a5f,false,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:11Z,iam.amazonaws.com,ListGroupsForUser,us-east-1,74.104.150.219,console.amazonaws.com,,[],e3a77be0-543c-42a1-be7f-d76e1c8bbddf,dd72fc70-ec55-41c6-ada5-aee5114d4c66,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:05Z,iam.amazonaws.com,ListAttachedGroupPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],a7bcb6a8-1435-49ed-af01-17883dd3b12a,1bab1c4a-979e-47ba-bea6-c8e701a95e71,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:03Z,iam.amazonaws.com,GetUser,us-east-1,74.104.150.219,console.amazonaws.com,,[],81599f36-25d4-4636-b538-8b86a7d63b10,04925317-f3d1-4287-9ca0-766c34cd70c7,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:07:02Z,iam.amazonaws.com,ListUsers,us-east-1,74.104.150.219,console.amazonaws.com,,[],dd3afda0-7244-4505-a081-454c5afaa583,3cbc0e3b-0670-40f3-bfd7-08139d24c9f2,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:50Z,iam.amazonaws.com,GetPolicy,us-east-1,74.104.150.219,console.amazonaws.com,,[],00273bed-a987-46b8-b6e2-0fea06542506,35b0d28c-81bc-4b01-b13b-865121edc550,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:49Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,74.104.150.219,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""s3Power""}]",f7ff5226-3587-47d7-abce-062292089806,69672e1f-ee49-40f5-8a5c-40011ec4e98c,false,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:49Z,iam.amazonaws.com,CreateGroup,us-east-1,74.104.150.219,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""s3Power""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAUNXFKQMW5EEKDPZUG""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::304349872941:group/s3Power""}]",be4dbd05-8b47-4e1c-a50d-8fb4d1cf97cd,da52a1d6-7041-4565-bf8b-18ca578c3103,false,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:49Z,iam.amazonaws.com,ListGroups,us-east-1,74.104.150.219,console.amazonaws.com,,[],aa1fd68e-1b7f-49de-bc01-23c7a1930526,f046ca72-0e2b-4899-a147-f7e25d36bcb6,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:40Z,iam.amazonaws.com,GetPolicyVersion,us-east-1,74.104.150.219,console.amazonaws.com,,[],3e734997-e791-4a4f-99ca-cd63fc8b033d,81c30a0a-2ee9-449a-8bdc-cf5cff4a9b2d,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:40Z,iam.amazonaws.com,GetPolicyVersion,us-east-1,74.104.150.219,console.amazonaws.com,,[],46f4e8b4-f6a7-4655-8b8f-bd405fa0c24c,af3f2adc-9b6d-4bc7-a406-0302442aaf51,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:39Z,iam.amazonaws.com,ListPolicyVersions,us-east-1,74.104.150.219,console.amazonaws.com,,[],c97e08ca-d810-4b9e-a5d8-d0b412df08bd,52e130bc-0ed3-4e56-b1e5-eacbc6acb4d8,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:39Z,iam.amazonaws.com,GetPolicyVersion,us-east-1,74.104.150.219,console.amazonaws.com,,[],664e599c-8360-4b3c-9840-5c99aa83b3c5,8973e9c0-6c64-4ad6-b05d-ab9b2deff0dd,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:11Z,iam.amazonaws.com,ListPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],a4192cb4-b60a-4d42-b18d-6449714ec242,222ac7a7-8895-432a-a85e-55742b7852d5,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:11Z,iam.amazonaws.com,ListPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],f10bbf1d-02ee-4525-a5ce-c4ec5977d45c,3f070f37-d597-40e1-966c-ec5382022b0a,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:11Z,iam.amazonaws.com,ListPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],171347a3-738a-4fa2-abed-f475a5cd6d94,f30c2c1c-ed87-4317-8ac5-7ff39b8caf62,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:10Z,iam.amazonaws.com,ListAttachedGroupPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],690824a2-7ba9-4241-bd5d-04a500001d23,13a62ac3-e5b5-45e9-afa2-5d073bd2ee79,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:10Z,iam.amazonaws.com,ListAccessKeys,us-east-1,74.104.150.219,console.amazonaws.com,,[],24348511-2b97-44b9-b71a-109fdc32e795,30291189-8806-4b57-be0b-7fdd076bb66a,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:10Z,iam.amazonaws.com,ListAttachedGroupPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],ac42f989-caf3-41bd-8a48-ef864eb34dfe,43557028-6c78-4978-9194-34ecb04e277e,true,AwsApiCall,304349872941,Management
admin,ASIAUNXFKQMWWJFKNE3I,2020-12-22T00:06:10Z,iam.amazonaws.com,ListPolicies,us-east-1,74.104.150.219,console.amazonaws.com,,[],f7acb649-24de-4aa6-b654-4af1a01ce22f,5d36a2b9-f22a-4fa3-9695-6aedad7820e0,true,AwsApiCall,304349872941,Management
